,freight_demand_scenario,energy_system_scenario,region,year,energy_price,technology,energy_price_unit
6693,business_as_usual,business_as_usual,middle_atlantic,2025,3.9180436777816734,hydrogen,$/kg
6694,business_as_usual,business_as_usual,middle_atlantic,2030,2.8389961315145507,hydrogen,$/kg
6695,business_as_usual,business_as_usual,middle_atlantic,2035,2.1146994455107606,hydrogen,$/kg
6696,business_as_usual,business_as_usual,middle_atlantic,2040,1.9408806932097655,hydrogen,$/kg
6697,business_as_usual,business_as_usual,middle_atlantic,2045,1.5139107785556778,hydrogen,$/kg
6698,business_as_usual,business_as_usual,middle_atlantic,2050,1.180491987078332,hydrogen,$/kg
6700,business_as_usual,business_as_usual,north_east,2025,4.427775923282197,hydrogen,$/kg
6701,business_as_usual,business_as_usual,north_east,2030,3.137887583313164,hydrogen,$/kg
6702,business_as_usual,business_as_usual,north_east,2035,2.303375710480485,hydrogen,$/kg
6703,business_as_usual,business_as_usual,north_east,2040,2.042563140702456,hydrogen,$/kg
6704,business_as_usual,business_as_usual,north_east,2045,1.8782506262791376,hydrogen,$/kg
6705,business_as_usual,business_as_usual,north_east,2050,1.4810636152089187,hydrogen,$/kg
6707,business_as_usual,business_as_usual,north_west,2025,3.820996518043669,hydrogen,$/kg
6708,business_as_usual,business_as_usual,north_west,2030,2.761245888476497,hydrogen,$/kg
6709,business_as_usual,business_as_usual,north_west,2035,2.0912220112513538,hydrogen,$/kg
6710,business_as_usual,business_as_usual,north_west,2040,1.886916803528307,hydrogen,$/kg
6711,business_as_usual,business_as_usual,north_west,2045,1.5217765595023225,hydrogen,$/kg
6712,business_as_usual,business_as_usual,north_west,2050,1.1922861265179865,hydrogen,$/kg
6714,business_as_usual,business_as_usual,north_central,2025,3.6878598085884686,hydrogen,$/kg
6715,business_as_usual,business_as_usual,north_central,2030,2.6970402221671805,hydrogen,$/kg
6716,business_as_usual,business_as_usual,north_central,2035,1.9765622245343637,hydrogen,$/kg
6717,business_as_usual,business_as_usual,north_central,2040,1.8181466443657652,hydrogen,$/kg
6718,business_as_usual,business_as_usual,north_central,2045,1.4574411369287088,hydrogen,$/kg
6719,business_as_usual,business_as_usual,north_central,2050,1.1405735937355954,hydrogen,$/kg
6721,business_as_usual,business_as_usual,south_east,2025,3.74255738119745,hydrogen,$/kg
6722,business_as_usual,business_as_usual,south_east,2030,2.7037385615678846,hydrogen,$/kg
6723,business_as_usual,business_as_usual,south_east,2035,1.988050453002104,hydrogen,$/kg
6724,business_as_usual,business_as_usual,south_east,2040,1.8375691016057691,hydrogen,$/kg
6725,business_as_usual,business_as_usual,south_east,2045,1.4674974866950945,hydrogen,$/kg
6726,business_as_usual,business_as_usual,south_east,2050,1.146440291365827,hydrogen,$/kg
6728,business_as_usual,business_as_usual,south_west,2025,3.741444409671919,hydrogen,$/kg
6729,business_as_usual,business_as_usual,south_west,2030,2.7825702599837263,hydrogen,$/kg
6730,business_as_usual,business_as_usual,south_west,2035,2.16410513914206,hydrogen,$/kg
6731,business_as_usual,business_as_usual,south_west,2040,1.9523049404742243,hydrogen,$/kg
6732,business_as_usual,business_as_usual,south_west,2045,1.5218321971075448,hydrogen,$/kg
6733,business_as_usual,business_as_usual,south_west,2050,1.1922861124112192,hydrogen,$/kg
6735,business_as_usual,business_as_usual,texas,2025,3.2076435708720896,hydrogen,$/kg
6736,business_as_usual,business_as_usual,texas,2030,2.8170186284181216,hydrogen,$/kg
6737,business_as_usual,business_as_usual,texas,2035,2.0148700553227057,hydrogen,$/kg
6738,business_as_usual,business_as_usual,texas,2040,1.6982075464841322,hydrogen,$/kg
6739,business_as_usual,business_as_usual,texas,2045,1.3339259934489225,hydrogen,$/kg
6740,business_as_usual,business_as_usual,texas,2050,1.0412208972426242,hydrogen,$/kg
6931,business_as_usual,50%_reduction_2050,california,2025,2.704503493270142,diesel,$/Gallon
6932,business_as_usual,50%_reduction_2050,california,2030,3.0786465461611376,diesel,$/Gallon
6933,business_as_usual,50%_reduction_2050,california,2035,3.2052149962085315,diesel,$/Gallon
6934,business_as_usual,50%_reduction_2050,california,2040,3.169393412511849,diesel,$/Gallon
6935,business_as_usual,50%_reduction_2050,california,2045,3.165639387109005,diesel,$/Gallon
6936,business_as_usual,50%_reduction_2050,california,2050,3.179407002843602,diesel,$/Gallon
6938,business_as_usual,50%_reduction_2050,central,2025,1.8732177493838864,diesel,$/Gallon
6939,business_as_usual,50%_reduction_2050,central,2030,1.890039763601896,diesel,$/Gallon
6940,business_as_usual,50%_reduction_2050,central,2035,1.9194280428436024,diesel,$/Gallon
6941,business_as_usual,50%_reduction_2050,central,2040,1.881601128530806,diesel,$/Gallon
6942,business_as_usual,50%_reduction_2050,central,2045,1.874191247014218,diesel,$/Gallon
6943,business_as_usual,50%_reduction_2050,central,2050,1.8876646777251185,diesel,$/Gallon
6945,business_as_usual,50%_reduction_2050,middle_atlantic,2025,2.2367620454976307,diesel,$/Gallon
6946,business_as_usual,50%_reduction_2050,middle_atlantic,2030,2.2737251420853086,diesel,$/Gallon
6947,business_as_usual,50%_reduction_2050,middle_atlantic,2035,2.302119522464455,diesel,$/Gallon
6948,business_as_usual,50%_reduction_2050,middle_atlantic,2040,2.2637769275829385,diesel,$/Gallon
6949,business_as_usual,50%_reduction_2050,middle_atlantic,2045,2.254534312606635,diesel,$/Gallon
6950,business_as_usual,50%_reduction_2050,middle_atlantic,2050,2.2651083345971563,diesel,$/Gallon
6952,business_as_usual,50%_reduction_2050,north_east,2025,2.099656327962085,diesel,$/Gallon
6953,business_as_usual,50%_reduction_2050,north_east,2030,2.1233985941232225,diesel,$/Gallon
6954,business_as_usual,50%_reduction_2050,north_east,2035,2.151795942180095,diesel,$/Gallon
6955,business_as_usual,50%_reduction_2050,north_east,2040,2.113453943317536,diesel,$/Gallon
6956,business_as_usual,50%_reduction_2050,north_east,2045,2.1042155998104266,diesel,$/Gallon
6957,business_as_usual,50%_reduction_2050,north_east,2050,2.1116749260663505,diesel,$/Gallon
6959,business_as_usual,50%_reduction_2050,north_west,2025,1.8533871804739337,diesel,$/Gallon
6960,business_as_usual,50%_reduction_2050,north_west,2030,1.868771745971564,diesel,$/Gallon
6961,business_as_usual,50%_reduction_2050,north_west,2035,1.896945934597156,diesel,$/Gallon
6962,business_as_usual,50%_reduction_2050,north_west,2040,1.8584724887203796,diesel,$/Gallon
6963,business_as_usual,50%_reduction_2050,north_west,2045,1.8492297247393363,diesel,$/Gallon
6964,business_as_usual,50%_reduction_2050,north_west,2050,1.8566863440758288,diesel,$/Gallon
6966,business_as_usual,50%_reduction_2050,north_central,2025,1.8732177493838864,diesel,$/Gallon
6967,business_as_usual,50%_reduction_2050,north_central,2030,1.890039763601896,diesel,$/Gallon
6968,business_as_usual,50%_reduction_2050,north_central,2035,1.9194280428436024,diesel,$/Gallon
6969,business_as_usual,50%_reduction_2050,north_central,2040,1.881601128530806,diesel,$/Gallon
6970,business_as_usual,50%_reduction_2050,north_central,2045,1.874191247014218,diesel,$/Gallon
6971,business_as_usual,50%_reduction_2050,north_central,2050,1.8876646777251185,diesel,$/Gallon
6973,business_as_usual,50%_reduction_2050,south_east,2025,1.9798956561137444,diesel,$/Gallon
6974,business_as_usual,50%_reduction_2050,south_east,2030,2.0025589044549763,diesel,$/Gallon
6975,business_as_usual,50%_reduction_2050,south_east,2035,2.0308456040758296,diesel,$/Gallon
6976,business_as_usual,50%_reduction_2050,south_east,2040,1.992436130900474,diesel,$/Gallon
6977,business_as_usual,50%_reduction_2050,south_east,2045,1.98318880985782,diesel,$/Gallon
6978,business_as_usual,50%_reduction_2050,south_east,2050,1.9906548909952608,diesel,$/Gallon
6980,business_as_usual,50%_reduction_2050,south_west,2025,1.8533871804739337,diesel,$/Gallon
6981,business_as_usual,50%_reduction_2050,south_west,2030,1.868771745971564,diesel,$/Gallon
6982,business_as_usual,50%_reduction_2050,south_west,2035,1.896945934597156,diesel,$/Gallon
6983,business_as_usual,50%_reduction_2050,south_west,2040,1.8584724887203796,diesel,$/Gallon
6984,business_as_usual,50%_reduction_2050,south_west,2045,1.8492297247393363,diesel,$/Gallon
6985,business_as_usual,50%_reduction_2050,south_west,2050,1.8566863440758288,diesel,$/Gallon
6987,business_as_usual,50%_reduction_2050,texas,2025,1.9277760085308056,diesel,$/Gallon
6988,business_as_usual,50%_reduction_2050,texas,2030,1.9480712983886257,diesel,$/Gallon
6989,business_as_usual,50%_reduction_2050,texas,2035,1.9762518693838864,diesel,$/Gallon
6990,business_as_usual,50%_reduction_2050,texas,2040,1.9377759649289097,diesel,$/Gallon
6991,business_as_usual,50%_reduction_2050,texas,2045,1.9285266447393368,diesel,$/Gallon
6992,business_as_usual,50%_reduction_2050,texas,2050,1.935997220853081,diesel,$/Gallon
7057,business_as_usual,net_zero_2050,california,2025,2.704503493270142,diesel,$/Gallon
7058,business_as_usual,net_zero_2050,california,2030,3.0786465461611376,diesel,$/Gallon
7059,business_as_usual,net_zero_2050,california,2035,3.2052149962085315,diesel,$/Gallon
7060,business_as_usual,net_zero_2050,california,2040,3.169393412511849,diesel,$/Gallon
7061,business_as_usual,net_zero_2050,california,2045,3.165639387109005,diesel,$/Gallon
7062,business_as_usual,net_zero_2050,california,2050,3.179407002843602,diesel,$/Gallon
7064,business_as_usual,net_zero_2050,central,2025,1.8732177493838864,diesel,$/Gallon
7065,business_as_usual,net_zero_2050,central,2030,1.890039763601896,diesel,$/Gallon
7066,business_as_usual,net_zero_2050,central,2035,1.9194280428436024,diesel,$/Gallon
7067,business_as_usual,net_zero_2050,central,2040,1.881601128530806,diesel,$/Gallon
7068,business_as_usual,net_zero_2050,central,2045,1.874191247014218,diesel,$/Gallon
7069,business_as_usual,net_zero_2050,central,2050,1.8876646777251185,diesel,$/Gallon
7071,business_as_usual,net_zero_2050,middle_atlantic,2025,2.2367620454976307,diesel,$/Gallon
7072,business_as_usual,net_zero_2050,middle_atlantic,2030,2.2737251420853086,diesel,$/Gallon
7073,business_as_usual,net_zero_2050,middle_atlantic,2035,2.302119522464455,diesel,$/Gallon
7074,business_as_usual,net_zero_2050,middle_atlantic,2040,2.2637769275829385,diesel,$/Gallon
7075,business_as_usual,net_zero_2050,middle_atlantic,2045,2.254534312606635,diesel,$/Gallon
7076,business_as_usual,net_zero_2050,middle_atlantic,2050,2.2651083345971563,diesel,$/Gallon
7078,business_as_usual,net_zero_2050,north_east,2025,2.099656327962085,diesel,$/Gallon
7079,business_as_usual,net_zero_2050,north_east,2030,2.1233985941232225,diesel,$/Gallon
7080,business_as_usual,net_zero_2050,north_east,2035,2.151795942180095,diesel,$/Gallon
7081,business_as_usual,net_zero_2050,north_east,2040,2.113453943317536,diesel,$/Gallon
7082,business_as_usual,net_zero_2050,north_east,2045,2.1042155998104266,diesel,$/Gallon
7083,business_as_usual,net_zero_2050,north_east,2050,2.1116749260663505,diesel,$/Gallon
7085,business_as_usual,net_zero_2050,north_west,2025,1.8533871804739337,diesel,$/Gallon
7086,business_as_usual,net_zero_2050,north_west,2030,1.868771745971564,diesel,$/Gallon
7087,business_as_usual,net_zero_2050,north_west,2035,1.896945934597156,diesel,$/Gallon
7088,business_as_usual,net_zero_2050,north_west,2040,1.8584724887203796,diesel,$/Gallon
7089,business_as_usual,net_zero_2050,north_west,2045,1.8492297247393363,diesel,$/Gallon
7090,business_as_usual,net_zero_2050,north_west,2050,1.8566863440758288,diesel,$/Gallon
7092,business_as_usual,net_zero_2050,north_central,2025,1.8732177493838864,diesel,$/Gallon
7093,business_as_usual,net_zero_2050,north_central,2030,1.890039763601896,diesel,$/Gallon
7094,business_as_usual,net_zero_2050,north_central,2035,1.9194280428436024,diesel,$/Gallon
7095,business_as_usual,net_zero_2050,north_central,2040,1.881601128530806,diesel,$/Gallon
7096,business_as_usual,net_zero_2050,north_central,2045,1.874191247014218,diesel,$/Gallon
7097,business_as_usual,net_zero_2050,north_central,2050,1.8876646777251185,diesel,$/Gallon
7099,business_as_usual,net_zero_2050,south_east,2025,1.9798956561137444,diesel,$/Gallon
7100,business_as_usual,net_zero_2050,south_east,2030,2.0025589044549763,diesel,$/Gallon
7101,business_as_usual,net_zero_2050,south_east,2035,2.0308456040758296,diesel,$/Gallon
7102,business_as_usual,net_zero_2050,south_east,2040,1.992436130900474,diesel,$/Gallon
7103,business_as_usual,net_zero_2050,south_east,2045,1.98318880985782,diesel,$/Gallon
7104,business_as_usual,net_zero_2050,south_east,2050,1.9906548909952608,diesel,$/Gallon
7106,business_as_usual,net_zero_2050,south_west,2025,1.8533871804739337,diesel,$/Gallon
7107,business_as_usual,net_zero_2050,south_west,2030,1.868771745971564,diesel,$/Gallon
7108,business_as_usual,net_zero_2050,south_west,2035,1.896945934597156,diesel,$/Gallon
7109,business_as_usual,net_zero_2050,south_west,2040,1.8584724887203796,diesel,$/Gallon
7110,business_as_usual,net_zero_2050,south_west,2045,1.8492297247393363,diesel,$/Gallon
7111,business_as_usual,net_zero_2050,south_west,2050,1.8566863440758288,diesel,$/Gallon
7113,business_as_usual,net_zero_2050,texas,2025,1.9277760085308056,diesel,$/Gallon
7114,business_as_usual,net_zero_2050,texas,2030,1.9480712983886257,diesel,$/Gallon
7115,business_as_usual,net_zero_2050,texas,2035,1.9762518693838864,diesel,$/Gallon
7116,business_as_usual,net_zero_2050,texas,2040,1.9377759649289097,diesel,$/Gallon
7117,business_as_usual,net_zero_2050,texas,2045,1.9285266447393368,diesel,$/Gallon
7118,business_as_usual,net_zero_2050,texas,2050,1.935997220853081,diesel,$/Gallon
7435,business_as_usual,business_as_usual,california,2025,3.455801630521327,diesel,$/Gallon
7436,business_as_usual,business_as_usual,california,2030,3.854481666350711,diesel,$/Gallon
7437,business_as_usual,business_as_usual,california,2035,4.023159799431281,diesel,$/Gallon
7438,business_as_usual,business_as_usual,california,2040,4.113819249668247,diesel,$/Gallon
7439,business_as_usual,business_as_usual,california,2045,4.207719205308057,diesel,$/Gallon
7440,business_as_usual,business_as_usual,california,2050,4.20457152985782,diesel,$/Gallon
7442,business_as_usual,business_as_usual,central,2025,2.631046044170616,diesel,$/Gallon
7443,business_as_usual,business_as_usual,central,2030,2.6856604532701427,diesel,$/Gallon
7444,business_as_usual,business_as_usual,central,2035,2.7609047423696684,diesel,$/Gallon
7445,business_as_usual,business_as_usual,central,2040,2.8505024096682465,diesel,$/Gallon
7446,business_as_usual,business_as_usual,central,2045,2.9309091666350717,diesel,$/Gallon
7447,business_as_usual,business_as_usual,central,2050,2.921932152606635,diesel,$/Gallon
7449,business_as_usual,business_as_usual,middle_atlantic,2025,2.989290291374408,diesel,$/Gallon
7450,business_as_usual,business_as_usual,middle_atlantic,2030,3.064133496966825,diesel,$/Gallon
7451,business_as_usual,business_as_usual,middle_atlantic,2035,3.1383138798104264,diesel,$/Gallon
7452,business_as_usual,business_as_usual,middle_atlantic,2040,3.228256145402844,diesel,$/Gallon
7453,business_as_usual,business_as_usual,middle_atlantic,2045,3.3074305338388625,diesel,$/Gallon
7454,business_as_usual,business_as_usual,middle_atlantic,2050,3.3009966085308053,diesel,$/Gallon
7456,business_as_usual,business_as_usual,north_east,2025,2.857539580663507,diesel,$/Gallon
7457,business_as_usual,business_as_usual,north_east,2030,2.9180380875829384,diesel,$/Gallon
7458,business_as_usual,business_as_usual,north_east,2035,2.991156824075829,diesel,$/Gallon
7459,business_as_usual,business_as_usual,north_east,2040,3.081445550521327,diesel,$/Gallon
7460,business_as_usual,business_as_usual,north_east,2045,3.1593893833175355,diesel,$/Gallon
7461,business_as_usual,business_as_usual,north_east,2050,3.155499316587678,diesel,$/Gallon
7463,business_as_usual,business_as_usual,north_west,2025,2.784667546350712,diesel,$/Gallon
7464,business_as_usual,business_as_usual,north_west,2030,2.8399566985782,diesel,$/Gallon
7465,business_as_usual,business_as_usual,north_west,2035,2.923141872417062,diesel,$/Gallon
7466,business_as_usual,business_as_usual,north_west,2040,3.0211000466350715,diesel,$/Gallon
7467,business_as_usual,business_as_usual,north_west,2045,3.1201609304265405,diesel,$/Gallon
7468,business_as_usual,business_as_usual,north_west,2050,3.1180665943127965,diesel,$/Gallon
7470,business_as_usual,business_as_usual,north_central,2025,2.631046044170616,diesel,$/Gallon
7471,business_as_usual,business_as_usual,north_central,2030,2.6856604532701427,diesel,$/Gallon
7472,business_as_usual,business_as_usual,north_central,2035,2.7609047423696684,diesel,$/Gallon
7473,business_as_usual,business_as_usual,north_central,2040,2.8505024096682465,diesel,$/Gallon
7474,business_as_usual,business_as_usual,north_central,2045,2.9309091666350717,diesel,$/Gallon
7475,business_as_usual,business_as_usual,north_central,2050,2.921932152606635,diesel,$/Gallon
7477,business_as_usual,business_as_usual,south_east,2025,2.7386936985782,diesel,$/Gallon
7478,business_as_usual,business_as_usual,south_east,2030,2.798516406919432,diesel,$/Gallon
7479,business_as_usual,business_as_usual,south_east,2035,2.872697236777252,diesel,$/Gallon
7480,business_as_usual,business_as_usual,south_east,2040,2.962640048720379,diesel,$/Gallon
7481,business_as_usual,business_as_usual,south_east,2045,3.0418147600000003,diesel,$/Gallon
7482,business_as_usual,business_as_usual,south_east,2050,3.035380760189573,diesel,$/Gallon
7484,business_as_usual,business_as_usual,south_west,2025,2.784667546350712,diesel,$/Gallon
7485,business_as_usual,business_as_usual,south_west,2030,2.8399566985782,diesel,$/Gallon
7486,business_as_usual,business_as_usual,south_west,2035,2.923141872417062,diesel,$/Gallon
7487,business_as_usual,business_as_usual,south_west,2040,3.0211000466350715,diesel,$/Gallon
7488,business_as_usual,business_as_usual,south_west,2045,3.1201609304265405,diesel,$/Gallon
7489,business_as_usual,business_as_usual,south_west,2050,3.1180665943127965,diesel,$/Gallon
7491,business_as_usual,business_as_usual,texas,2025,2.6130805675829385,diesel,$/Gallon
7492,business_as_usual,business_as_usual,texas,2030,2.666047207772512,diesel,$/Gallon
7493,business_as_usual,business_as_usual,texas,2035,2.742813331943128,diesel,$/Gallon
7494,business_as_usual,business_as_usual,texas,2040,2.831061786161138,diesel,$/Gallon
7495,business_as_usual,business_as_usual,texas,2045,2.9113094309004746,diesel,$/Gallon
7496,business_as_usual,business_as_usual,texas,2050,2.902310463507109,diesel,$/Gallon
10302,business_as_usual,50%_reduction_2050,california,2025,0.13399341852841615,electricity,$/kWh
10303,business_as_usual,net_zero_2050,california,2025,0.13958804514435952,electricity,$/kWh
10310,business_as_usual,business_as_usual,california,2025,0.1333139998531724,electricity,$/kWh
10356,business_as_usual,50%_reduction_2050,california,2030,0.12350310660480694,electricity,$/kWh
10357,business_as_usual,net_zero_2050,california,2030,0.1309442344254128,electricity,$/kWh
10364,business_as_usual,business_as_usual,california,2030,0.12369425392772175,electricity,$/kWh
10410,business_as_usual,50%_reduction_2050,california,2035,0.12983897736429956,electricity,$/kWh
10411,business_as_usual,net_zero_2050,california,2035,0.13999512125672955,electricity,$/kWh
10418,business_as_usual,business_as_usual,california,2035,0.1299296984334501,electricity,$/kWh
10464,business_as_usual,50%_reduction_2050,california,2040,0.13166876976061598,electricity,$/kWh
10465,business_as_usual,net_zero_2050,california,2040,0.14591061143951553,electricity,$/kWh
10472,business_as_usual,business_as_usual,california,2040,0.13604877127385342,electricity,$/kWh
10518,business_as_usual,50%_reduction_2050,california,2045,0.1358662342764423,electricity,$/kWh
10519,business_as_usual,net_zero_2050,california,2045,0.15043765792819408,electricity,$/kWh
10526,business_as_usual,business_as_usual,california,2045,0.13850127845045823,electricity,$/kWh
10572,business_as_usual,50%_reduction_2050,california,2050,0.1443306162451184,electricity,$/kWh
10573,business_as_usual,net_zero_2050,california,2050,0.15339368969198836,electricity,$/kWh
10580,business_as_usual,business_as_usual,california,2050,0.14301241406860804,electricity,$/kWh
10680,business_as_usual,50%_reduction_2050,central,2025,0.06702086789101212,electricity,$/kWh
10681,business_as_usual,net_zero_2050,central,2025,0.07307300948213846,electricity,$/kWh
10688,business_as_usual,business_as_usual,central,2025,0.06522711999099708,electricity,$/kWh
10734,business_as_usual,50%_reduction_2050,central,2030,0.0697129510377521,electricity,$/kWh
10735,business_as_usual,net_zero_2050,central,2030,0.07094637477483809,electricity,$/kWh
10742,business_as_usual,business_as_usual,central,2030,0.05857813506310839,electricity,$/kWh
10788,business_as_usual,50%_reduction_2050,central,2035,0.0608386364908447,electricity,$/kWh
10789,business_as_usual,net_zero_2050,central,2035,0.06850661677961274,electricity,$/kWh
10796,business_as_usual,business_as_usual,central,2035,0.05973718717576984,electricity,$/kWh
10842,business_as_usual,50%_reduction_2050,central,2040,0.06422559981830381,electricity,$/kWh
10843,business_as_usual,net_zero_2050,central,2040,0.06800218372614998,electricity,$/kWh
10850,business_as_usual,business_as_usual,central,2040,0.0671362176308586,electricity,$/kWh
10896,business_as_usual,50%_reduction_2050,central,2045,0.05835984435525151,electricity,$/kWh
10897,business_as_usual,net_zero_2050,central,2045,0.06910208052812031,electricity,$/kWh
10904,business_as_usual,business_as_usual,central,2045,0.0644993674734338,electricity,$/kWh
10950,business_as_usual,50%_reduction_2050,central,2050,0.06391202412759413,electricity,$/kWh
10951,business_as_usual,net_zero_2050,central,2050,0.06522649013573403,electricity,$/kWh
10958,business_as_usual,business_as_usual,central,2050,0.06534820290862392,electricity,$/kWh
11058,business_as_usual,50%_reduction_2050,middle_atlantic,2025,0.07197260682949368,electricity,$/kWh
11059,business_as_usual,net_zero_2050,middle_atlantic,2025,0.07631398493996165,electricity,$/kWh
11066,business_as_usual,business_as_usual,middle_atlantic,2025,0.07010079625469089,electricity,$/kWh
11112,business_as_usual,50%_reduction_2050,middle_atlantic,2030,0.07539152797463315,electricity,$/kWh
11113,business_as_usual,net_zero_2050,middle_atlantic,2030,0.07925098781923955,electricity,$/kWh
11120,business_as_usual,business_as_usual,middle_atlantic,2030,0.07429166930060083,electricity,$/kWh
11166,business_as_usual,50%_reduction_2050,middle_atlantic,2035,0.07840742034340394,electricity,$/kWh
11167,business_as_usual,net_zero_2050,middle_atlantic,2035,0.07382069556347243,electricity,$/kWh
11174,business_as_usual,business_as_usual,middle_atlantic,2035,0.07576981272646977,electricity,$/kWh
11220,business_as_usual,50%_reduction_2050,middle_atlantic,2040,0.07760768483444987,electricity,$/kWh
11221,business_as_usual,net_zero_2050,middle_atlantic,2040,0.06823460934510005,electricity,$/kWh
11228,business_as_usual,business_as_usual,middle_atlantic,2040,0.07651244188915751,electricity,$/kWh
11274,business_as_usual,50%_reduction_2050,middle_atlantic,2045,0.07481903800151324,electricity,$/kWh
11275,business_as_usual,net_zero_2050,middle_atlantic,2045,0.06299261729009413,electricity,$/kWh
11282,business_as_usual,business_as_usual,middle_atlantic,2045,0.07820833843500069,electricity,$/kWh
11328,business_as_usual,50%_reduction_2050,middle_atlantic,2050,0.07174700837449632,electricity,$/kWh
11329,business_as_usual,net_zero_2050,middle_atlantic,2050,0.0619201063995389,electricity,$/kWh
11336,business_as_usual,business_as_usual,middle_atlantic,2050,0.07823311371200481,electricity,$/kWh
11436,business_as_usual,50%_reduction_2050,north_east,2025,0.15011028680576077,electricity,$/kWh
11437,business_as_usual,net_zero_2050,north_east,2025,0.1569014562685342,electricity,$/kWh
11444,business_as_usual,business_as_usual,north_east,2025,0.15043761652607843,electricity,$/kWh
11490,business_as_usual,50%_reduction_2050,north_east,2030,0.15526826487668088,electricity,$/kWh
11491,business_as_usual,net_zero_2050,north_east,2030,0.16333692653830098,electricity,$/kWh
11498,business_as_usual,business_as_usual,north_east,2030,0.155286875455861,electricity,$/kWh
11544,business_as_usual,50%_reduction_2050,north_east,2035,0.16245478430512988,electricity,$/kWh
11545,business_as_usual,net_zero_2050,north_east,2035,0.16243341591066796,electricity,$/kWh
11552,business_as_usual,business_as_usual,north_east,2035,0.1624063235888533,electricity,$/kWh
11598,business_as_usual,50%_reduction_2050,north_east,2040,0.16627294462123252,electricity,$/kWh
11599,business_as_usual,net_zero_2050,north_east,2040,0.16058046529193631,electricity,$/kWh
11606,business_as_usual,business_as_usual,north_east,2040,0.16464969844858232,electricity,$/kWh
11652,business_as_usual,50%_reduction_2050,north_east,2045,0.16428547335072838,electricity,$/kWh
11653,business_as_usual,net_zero_2050,north_east,2045,0.15463065287920388,electricity,$/kWh
11660,business_as_usual,business_as_usual,north_east,2045,0.1658935626929405,electricity,$/kWh
11706,business_as_usual,50%_reduction_2050,north_east,2050,0.1633691656934688,electricity,$/kWh
11707,business_as_usual,net_zero_2050,north_east,2050,0.1496808577872903,electricity,$/kWh
11714,business_as_usual,business_as_usual,north_east,2050,0.16496485037398748,electricity,$/kWh
11814,business_as_usual,50%_reduction_2050,north_west,2025,0.07213081821689894,electricity,$/kWh
11815,business_as_usual,net_zero_2050,north_west,2025,0.07779636285281093,electricity,$/kWh
11822,business_as_usual,business_as_usual,north_west,2025,0.06761844550942887,electricity,$/kWh
11868,business_as_usual,50%_reduction_2050,north_west,2030,0.07521201074175446,electricity,$/kWh
11869,business_as_usual,net_zero_2050,north_west,2030,0.08096421301637825,electricity,$/kWh
11876,business_as_usual,business_as_usual,north_west,2030,0.07781967774506965,electricity,$/kWh
11922,business_as_usual,50%_reduction_2050,north_west,2035,0.07804717969989695,electricity,$/kWh
11923,business_as_usual,net_zero_2050,north_west,2035,0.07447310191290929,electricity,$/kWh
11930,business_as_usual,business_as_usual,north_west,2035,0.08007182286429716,electricity,$/kWh
11976,business_as_usual,50%_reduction_2050,north_west,2040,0.07835510828992036,electricity,$/kWh
11977,business_as_usual,net_zero_2050,north_west,2040,0.07371704074834018,electricity,$/kWh
11984,business_as_usual,business_as_usual,north_west,2040,0.08195163676057458,electricity,$/kWh
12030,business_as_usual,50%_reduction_2050,north_west,2045,0.07126156157014842,electricity,$/kWh
12031,business_as_usual,net_zero_2050,north_west,2045,0.08123608193604621,electricity,$/kWh
12038,business_as_usual,business_as_usual,north_west,2045,0.08253553691410791,electricity,$/kWh
12084,business_as_usual,50%_reduction_2050,north_west,2050,0.07382721913002115,electricity,$/kWh
12085,business_as_usual,net_zero_2050,north_west,2050,0.07654495748312083,electricity,$/kWh
12092,business_as_usual,business_as_usual,north_west,2050,0.08349809802015681,electricity,$/kWh
12192,business_as_usual,50%_reduction_2050,north_central,2025,0.0724246099732194,electricity,$/kWh
12193,business_as_usual,net_zero_2050,north_central,2025,0.07347184915931208,electricity,$/kWh
12200,business_as_usual,business_as_usual,north_central,2025,0.06178702978951872,electricity,$/kWh
12246,business_as_usual,50%_reduction_2050,north_central,2030,0.06518826018433208,electricity,$/kWh
12247,business_as_usual,net_zero_2050,north_central,2030,0.07070432109747521,electricity,$/kWh
12254,business_as_usual,business_as_usual,north_central,2030,0.06356010401931211,electricity,$/kWh
12300,business_as_usual,50%_reduction_2050,north_central,2035,0.06432346988586861,electricity,$/kWh
12301,business_as_usual,net_zero_2050,north_central,2035,0.07176676239998246,electricity,$/kWh
12308,business_as_usual,business_as_usual,north_central,2035,0.06477222322100254,electricity,$/kWh
12354,business_as_usual,50%_reduction_2050,north_central,2040,0.06820200299280157,electricity,$/kWh
12355,business_as_usual,net_zero_2050,north_central,2040,0.06250946597118952,electricity,$/kWh
12362,business_as_usual,business_as_usual,north_central,2040,0.06644871047345095,electricity,$/kWh
12408,business_as_usual,50%_reduction_2050,north_central,2045,0.06365075639698037,electricity,$/kWh
12409,business_as_usual,net_zero_2050,north_central,2045,0.05705592820384917,electricity,$/kWh
12416,business_as_usual,business_as_usual,north_central,2045,0.06801934743843174,electricity,$/kWh
12462,business_as_usual,50%_reduction_2050,north_central,2050,0.07199204893746146,electricity,$/kWh
12463,business_as_usual,net_zero_2050,north_central,2050,0.05498759945395694,electricity,$/kWh
12470,business_as_usual,business_as_usual,north_central,2050,0.0745523564124678,electricity,$/kWh
12570,business_as_usual,50%_reduction_2050,south_east,2025,0.06491810126396713,electricity,$/kWh
